experiment_id,scenario,sampled_at_ms,elapsed_ms,elapsed_source,a_handler_active,approximate_not_visible,count_share_proxy,a_count_at_least_30,share_proxy_above_10_percent,criteria_proxy_met,proxy_status
reaction-20260711T195313.408870065Z,baseline-c100,1783799621434,-116,first_a_sqs_sent_timestamp,0,0,,false,false,false,no_in_flight
reaction-20260711T195313.408870065Z,fair-c100,1783799621465,-168,first_a_sqs_sent_timestamp,0,10,0.000000,false,false,false,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799622442,892,first_a_sqs_sent_timestamp,84,5,16.800000,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799622470,837,first_a_sqs_sent_timestamp,66,0,,true,false,false,inconsistent_zero_denominator
reaction-20260711T195313.408870065Z,baseline-c100,1783799623438,1888,first_a_sqs_sent_timestamp,86,0,,true,false,false,inconsistent_zero_denominator
reaction-20260711T195313.408870065Z,fair-c100,1783799623465,1832,first_a_sqs_sent_timestamp,66,68,0.970588,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799624450,2900,first_a_sqs_sent_timestamp,38,38,1.000000,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799624481,2848,first_a_sqs_sent_timestamp,27,0,,false,false,false,inconsistent_zero_denominator
reaction-20260711T195313.408870065Z,baseline-c100,1783799625449,3899,first_a_sqs_sent_timestamp,75,76,0.986842,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799625475,3842,first_a_sqs_sent_timestamp,36,29,1.241379,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799626429,4879,first_a_sqs_sent_timestamp,61,38,1.605263,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799626456,4823,first_a_sqs_sent_timestamp,39,0,,true,false,false,inconsistent_zero_denominator
reaction-20260711T195313.408870065Z,baseline-c100,1783799627483,5933,first_a_sqs_sent_timestamp,78,0,,true,false,false,inconsistent_zero_denominator
reaction-20260711T195313.408870065Z,fair-c100,1783799627567,5934,first_a_sqs_sent_timestamp,39,39,1.000000,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799628467,6917,first_a_sqs_sent_timestamp,77,76,1.013158,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799628532,6899,first_a_sqs_sent_timestamp,50,0,,true,false,false,inconsistent_zero_denominator
reaction-20260711T195313.408870065Z,baseline-c100,1783799629433,7883,first_a_sqs_sent_timestamp,66,38,1.736842,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799629461,7828,first_a_sqs_sent_timestamp,68,67,1.014925,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799630434,8884,first_a_sqs_sent_timestamp,84,88,0.954545,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799630465,8832,first_a_sqs_sent_timestamp,51,68,0.750000,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799631434,9884,first_a_sqs_sent_timestamp,74,76,0.973684,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799631465,9832,first_a_sqs_sent_timestamp,61,67,0.910448,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799632431,10881,first_a_sqs_sent_timestamp,96,79,1.215190,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799632461,10828,first_a_sqs_sent_timestamp,73,20,3.650000,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799633435,11885,first_a_sqs_sent_timestamp,87,21,4.142857,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799633464,11831,first_a_sqs_sent_timestamp,76,76,1.000000,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799634435,12885,first_a_sqs_sent_timestamp,81,38,2.131579,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799634484,12851,first_a_sqs_sent_timestamp,59,67,0.880597,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799635433,13883,first_a_sqs_sent_timestamp,87,82,1.060976,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799635462,13829,first_a_sqs_sent_timestamp,65,51,1.274510,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799636432,14882,first_a_sqs_sent_timestamp,97,86,1.127907,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799636462,14829,first_a_sqs_sent_timestamp,60,52,1.153846,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799637437,15887,first_a_sqs_sent_timestamp,93,76,1.223684,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799637468,15835,first_a_sqs_sent_timestamp,59,61,0.967213,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799638432,16882,first_a_sqs_sent_timestamp,74,99,0.747475,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799638462,16829,first_a_sqs_sent_timestamp,77,39,1.974359,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799639435,17885,first_a_sqs_sent_timestamp,89,88,1.011364,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799639464,17831,first_a_sqs_sent_timestamp,74,68,1.088235,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799640456,18906,first_a_sqs_sent_timestamp,67,84,0.797619,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799640483,18850,first_a_sqs_sent_timestamp,70,68,1.029412,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799641439,19889,first_a_sqs_sent_timestamp,83,99,0.838384,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799641467,19834,first_a_sqs_sent_timestamp,42,64,0.656250,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799642434,20884,first_a_sqs_sent_timestamp,88,95,0.926316,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799642464,20831,first_a_sqs_sent_timestamp,69,87,0.793103,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799643434,21884,first_a_sqs_sent_timestamp,84,114,0.736842,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799643463,21830,first_a_sqs_sent_timestamp,58,88,0.659091,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799644435,22885,first_a_sqs_sent_timestamp,72,88,0.818182,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799644464,22831,first_a_sqs_sent_timestamp,37,62,0.596774,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799645433,23883,first_a_sqs_sent_timestamp,71,86,0.825581,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799645465,23832,first_a_sqs_sent_timestamp,61,45,1.355556,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799646433,24883,first_a_sqs_sent_timestamp,87,94,0.925532,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799646463,24830,first_a_sqs_sent_timestamp,43,64,0.671875,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799647433,25883,first_a_sqs_sent_timestamp,71,90,0.788889,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799647462,25829,first_a_sqs_sent_timestamp,65,76,0.855263,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799648433,26883,first_a_sqs_sent_timestamp,84,75,1.120000,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799648460,26827,first_a_sqs_sent_timestamp,56,46,1.217391,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799649433,27883,first_a_sqs_sent_timestamp,77,86,0.895349,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799649460,27827,first_a_sqs_sent_timestamp,54,47,1.148936,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799650431,28881,first_a_sqs_sent_timestamp,75,91,0.824176,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799650466,28833,first_a_sqs_sent_timestamp,66,77,0.857143,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799651432,29882,first_a_sqs_sent_timestamp,73,85,0.858824,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799651469,29836,first_a_sqs_sent_timestamp,51,50,1.020000,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799652437,30887,first_a_sqs_sent_timestamp,73,89,0.820225,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799652464,30831,first_a_sqs_sent_timestamp,66,75,0.880000,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799653431,31881,first_a_sqs_sent_timestamp,79,92,0.858696,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799653457,31824,first_a_sqs_sent_timestamp,55,61,0.901639,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799654442,32892,first_a_sqs_sent_timestamp,83,99,0.838384,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799654469,32836,first_a_sqs_sent_timestamp,61,50,1.220000,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799655431,33881,first_a_sqs_sent_timestamp,84,93,0.903226,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799655461,33828,first_a_sqs_sent_timestamp,62,59,1.050847,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799656432,34882,first_a_sqs_sent_timestamp,73,90,0.811111,true,true,true,ok
reaction-20260711T195313.408870065Z,fair-c100,1783799656459,34826,first_a_sqs_sent_timestamp,46,57,0.807018,true,true,true,ok
reaction-20260711T195313.408870065Z,baseline-c100,1783799657433,35883,first_a_sqs_sent_timestamp,89,94,0.946809,true,true,true,ok
