experiment_id,scenario,sampled_at,sampled_at_ms,elapsed_ms,elapsed_source,approximate_visible,approximate_not_visible,sample_status,sample_error
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:14:59.138Z,1783790099138,32848,first_a_sqs_sent_timestamp,4844,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:14:59.163Z,1783790099163,33022,first_a_sqs_sent_timestamp,4828,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:00.135Z,1783790100135,33845,first_a_sqs_sent_timestamp,4798,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:00.167Z,1783790100167,34026,first_a_sqs_sent_timestamp,4829,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:01.139Z,1783790101139,34849,first_a_sqs_sent_timestamp,4881,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:01.167Z,1783790101167,35026,first_a_sqs_sent_timestamp,4880,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:02.137Z,1783790102137,35847,first_a_sqs_sent_timestamp,4798,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:02.166Z,1783790102166,36025,first_a_sqs_sent_timestamp,4846,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:03.136Z,1783790103136,36846,first_a_sqs_sent_timestamp,4800,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:03.163Z,1783790103163,37022,first_a_sqs_sent_timestamp,4777,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:04.138Z,1783790104138,37848,first_a_sqs_sent_timestamp,4838,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:04.168Z,1783790104168,38027,first_a_sqs_sent_timestamp,4804,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:05.138Z,1783790105138,38848,first_a_sqs_sent_timestamp,4799,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:05.165Z,1783790105165,39024,first_a_sqs_sent_timestamp,4777,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:06.138Z,1783790106138,39848,first_a_sqs_sent_timestamp,4792,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:06.163Z,1783790106163,40022,first_a_sqs_sent_timestamp,4791,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:07.136Z,1783790107136,40846,first_a_sqs_sent_timestamp,4752,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:07.161Z,1783790107161,41020,first_a_sqs_sent_timestamp,4784,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:08.144Z,1783790108144,41854,first_a_sqs_sent_timestamp,4751,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:08.172Z,1783790108172,42031,first_a_sqs_sent_timestamp,4764,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:09.142Z,1783790109142,42852,first_a_sqs_sent_timestamp,4752,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:09.168Z,1783790109168,43027,first_a_sqs_sent_timestamp,4763,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:10.142Z,1783790110142,43852,first_a_sqs_sent_timestamp,4779,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:10.17Z,1783790110170,44029,first_a_sqs_sent_timestamp,4752,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:11.138Z,1783790111138,44848,first_a_sqs_sent_timestamp,4752,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:11.166Z,1783790111166,45025,first_a_sqs_sent_timestamp,4779,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:12.139Z,1783790112139,45849,first_a_sqs_sent_timestamp,4871,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:12.167Z,1783790112167,46026,first_a_sqs_sent_timestamp,4726,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:13.139Z,1783790113139,46849,first_a_sqs_sent_timestamp,4709,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:13.169Z,1783790113169,47028,first_a_sqs_sent_timestamp,4725,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:14.139Z,1783790114139,47849,first_a_sqs_sent_timestamp,4746,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:14.166Z,1783790114166,48025,first_a_sqs_sent_timestamp,4745,14,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:15.153Z,1783790115153,48863,first_a_sqs_sent_timestamp,4714,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:15.18Z,1783790115180,49039,first_a_sqs_sent_timestamp,4753,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:16.136Z,1783790116136,49846,first_a_sqs_sent_timestamp,4714,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:16.163Z,1783790116163,50022,first_a_sqs_sent_timestamp,4720,14,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:17.139Z,1783790117139,50849,first_a_sqs_sent_timestamp,4762,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:17.165Z,1783790117165,51024,first_a_sqs_sent_timestamp,4699,20,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:18.138Z,1783790118138,51848,first_a_sqs_sent_timestamp,4759,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:18.164Z,1783790118164,52023,first_a_sqs_sent_timestamp,4695,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:19.137Z,1783790119137,52847,first_a_sqs_sent_timestamp,4709,14,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:19.163Z,1783790119163,53022,first_a_sqs_sent_timestamp,4763,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:20.139Z,1783790120139,53849,first_a_sqs_sent_timestamp,4664,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:20.164Z,1783790120164,54023,first_a_sqs_sent_timestamp,4694,20,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:21.138Z,1783790121138,54848,first_a_sqs_sent_timestamp,4698,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:21.165Z,1783790121165,55024,first_a_sqs_sent_timestamp,4669,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:22.137Z,1783790122137,55847,first_a_sqs_sent_timestamp,4664,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:22.163Z,1783790122163,56022,first_a_sqs_sent_timestamp,4668,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:23.143Z,1783790123143,56853,first_a_sqs_sent_timestamp,4651,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:23.169Z,1783790123169,57028,first_a_sqs_sent_timestamp,4830,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:24.136Z,1783790124136,57846,first_a_sqs_sent_timestamp,4714,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:24.163Z,1783790124163,58022,first_a_sqs_sent_timestamp,4725,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:25.138Z,1783790125138,58848,first_a_sqs_sent_timestamp,4663,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:25.17Z,1783790125170,59029,first_a_sqs_sent_timestamp,4695,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:26.137Z,1783790126137,59847,first_a_sqs_sent_timestamp,4650,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:26.167Z,1783790126167,60026,first_a_sqs_sent_timestamp,4669,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:27.138Z,1783790127138,60848,first_a_sqs_sent_timestamp,4676,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:27.164Z,1783790127164,61023,first_a_sqs_sent_timestamp,4630,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:28.141Z,1783790128141,61851,first_a_sqs_sent_timestamp,4615,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:28.169Z,1783790128169,62028,first_a_sqs_sent_timestamp,4720,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:29.143Z,1783790129143,62853,first_a_sqs_sent_timestamp,4615,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:29.168Z,1783790129168,63027,first_a_sqs_sent_timestamp,4608,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:30.139Z,1783790130139,63849,first_a_sqs_sent_timestamp,4650,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:30.164Z,1783790130164,64023,first_a_sqs_sent_timestamp,4609,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:31.138Z,1783790131138,64848,first_a_sqs_sent_timestamp,4631,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:31.166Z,1783790131166,65025,first_a_sqs_sent_timestamp,4699,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:32.14Z,1783790132140,65850,first_a_sqs_sent_timestamp,4627,11,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:32.167Z,1783790132167,66026,first_a_sqs_sent_timestamp,4623,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:33.139Z,1783790133139,66849,first_a_sqs_sent_timestamp,4614,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:33.166Z,1783790133166,67025,first_a_sqs_sent_timestamp,4637,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:34.136Z,1783790134136,67846,first_a_sqs_sent_timestamp,4582,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:34.162Z,1783790134162,68021,first_a_sqs_sent_timestamp,4575,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:35.137Z,1783790135137,68847,first_a_sqs_sent_timestamp,4577,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:35.164Z,1783790135164,69023,first_a_sqs_sent_timestamp,4588,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:36.138Z,1783790136138,69848,first_a_sqs_sent_timestamp,4719,20,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:36.164Z,1783790136164,70023,first_a_sqs_sent_timestamp,4631,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:37.138Z,1783790137138,70848,first_a_sqs_sent_timestamp,4561,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:37.167Z,1783790137167,71026,first_a_sqs_sent_timestamp,4609,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:38.139Z,1783790138139,71849,first_a_sqs_sent_timestamp,4673,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:38.166Z,1783790138166,72025,first_a_sqs_sent_timestamp,4548,21,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:39.136Z,1783790139136,72846,first_a_sqs_sent_timestamp,4560,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:39.163Z,1783790139163,73022,first_a_sqs_sent_timestamp,4548,20,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:40.137Z,1783790140137,73847,first_a_sqs_sent_timestamp,4578,14,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:40.163Z,1783790140163,74022,first_a_sqs_sent_timestamp,4587,20,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:41.138Z,1783790141138,74848,first_a_sqs_sent_timestamp,4591,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:41.166Z,1783790141166,75025,first_a_sqs_sent_timestamp,4533,11,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:42.136Z,1783790142136,75846,first_a_sqs_sent_timestamp,4545,20,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:42.165Z,1783790142165,76024,first_a_sqs_sent_timestamp,4577,16,ok,
