experiment_id,scenario,sampled_at,sampled_at_ms,approximate_visible,approximate_not_visible,sample_status,sample_error
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:27.138426229Z,1783790127138,4676,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:27.164786652Z,1783790127164,4630,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:28.141745064Z,1783790128141,4615,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:28.169518721Z,1783790128169,4720,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:29.143194739Z,1783790129143,4615,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:29.168464798Z,1783790129168,4608,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:30.139152909Z,1783790130139,4650,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:30.16485007Z,1783790130164,4609,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:31.138533452Z,1783790131138,4631,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:31.166618761Z,1783790131166,4699,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:32.14013015Z,1783790132140,4627,11,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:32.167021124Z,1783790132167,4623,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:33.139658509Z,1783790133139,4614,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:33.166434458Z,1783790133166,4637,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:34.136007557Z,1783790134136,4582,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:34.16224979Z,1783790134162,4575,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:35.137976364Z,1783790135137,4577,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:35.164131448Z,1783790135164,4588,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:36.138163177Z,1783790136138,4719,20,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:36.164189111Z,1783790136164,4631,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:37.138982854Z,1783790137138,4561,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:37.167774473Z,1783790137167,4609,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:38.139090412Z,1783790138139,4673,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:38.166168013Z,1783790138166,4548,21,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:39.136764537Z,1783790139136,4560,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:39.163511905Z,1783790139163,4548,20,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:40.137589736Z,1783790140137,4578,14,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:40.163672638Z,1783790140163,4587,20,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:41.138178129Z,1783790141138,4591,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:41.166176819Z,1783790141166,4533,11,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:42.136620561Z,1783790142136,4545,20,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:42.165122953Z,1783790142165,4577,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:43.136681375Z,1783790143136,4562,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:43.163853716Z,1783790143163,4641,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:44.137951841Z,1783790144137,4546,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:44.166602424Z,1783790144166,4555,22,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:45.14162175Z,1783790145141,4510,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:45.169778033Z,1783790145169,4532,12,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:46.137880841Z,1783790146137,4528,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:46.164732688Z,1783790146164,4515,13,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:47.137777591Z,1783790147137,4508,23,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:47.163818111Z,1783790147163,4515,12,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:48.138210723Z,1783790148138,4507,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:48.164371682Z,1783790148164,4515,12,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:49.139933546Z,1783790149139,4582,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:49.168760104Z,1783790149168,4515,12,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:50.137499898Z,1783790150137,4474,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:50.163076481Z,1783790150163,4501,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:51.138837622Z,1783790151138,4527,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:51.165779837Z,1783790151165,4479,13,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:52.13775995Z,1783790152137,4465,13,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:52.162468597Z,1783790152162,4548,22,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:53.137318305Z,1783790153137,4465,13,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:53.163733526Z,1783790153163,4503,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:54.137328007Z,1783790154137,4508,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:54.172748641Z,1783790154172,4581,20,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:55.14847823Z,1783790155148,4533,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:55.175690299Z,1783790155175,4452,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:56.138028079Z,1783790156138,4442,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:56.163932821Z,1783790156163,4451,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:57.138935103Z,1783790157138,4515,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:57.164398886Z,1783790157164,4452,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:58.135637488Z,1783790158135,4466,14,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:58.162867857Z,1783790158162,4456,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:59.138334437Z,1783790159138,4416,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:59.167051024Z,1783790159167,4455,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:00.139179135Z,1783790160139,4529,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:00.163376499Z,1783790160163,4419,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:01.142296304Z,1783790161142,4417,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:01.170260177Z,1783790161170,4454,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:02.139251077Z,1783790162139,4416,14,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:02.169857265Z,1783790162169,4505,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:03.142203269Z,1783790163142,4439,14,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:03.168078808Z,1783790163168,4413,14,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:04.137684486Z,1783790164137,4404,17,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:04.16738079Z,1783790164167,4417,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:05.146328615Z,1783790165146,4386,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:05.173426351Z,1783790165173,4401,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:06.139054972Z,1783790166139,4417,14,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:06.165377607Z,1783790166165,4477,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:07.139809067Z,1783790167139,4444,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:07.169278791Z,1783790167169,4412,14,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:08.138023504Z,1783790168138,4428,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:08.168078385Z,1783790168168,4440,20,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:09.138528177Z,1783790169138,4354,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:09.169135167Z,1783790169169,4381,21,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:10.207818368Z,1783790170207,4354,20,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:10.236170097Z,1783790170236,4382,19,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:11.144751332Z,1783790171144,4361,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:11.171767319Z,1783790171171,4372,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:12.142983295Z,1783790172142,4354,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:12.170996838Z,1783790172170,4339,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:13.137922234Z,1783790173137,4474,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:13.168587363Z,1783790173168,4340,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:14.140500294Z,1783790174140,4362,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:14.167000355Z,1783790174167,4396,14,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:15.139395372Z,1783790175139,4321,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:15.165993447Z,1783790175165,4340,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:16.139023674Z,1783790176139,4322,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:16.165689162Z,1783790176165,4323,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:17.139851965Z,1783790177139,4404,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:17.169251337Z,1783790177169,4402,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:18.140330823Z,1783790178140,4354,20,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:18.167899865Z,1783790178167,4364,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:19.141302429Z,1783790179141,4287,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:16:19.171909153Z,1783790179171,4304,15,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:16:20.139159318Z,1783790180139,4384,17,ok,
