experiment_id,scenario,sampled_at_ms,elapsed_ms,elapsed_source,a_handler_active,approximate_not_visible,count_share_proxy,a_count_at_least_30,share_proxy_above_10_percent,criteria_proxy_met,proxy_status
reaction-20260710T141732.186490574Z,baseline-c100,1783693196215,109822,first_a_sqs_sent_timestamp,73,94,0.776596,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693196242,109947,first_a_sqs_sent_timestamp,95,103,0.922330,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693197216,110823,first_a_sqs_sent_timestamp,99,94,1.053191,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693197247,110952,first_a_sqs_sent_timestamp,90,83,1.084337,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693198220,111827,first_a_sqs_sent_timestamp,71,89,0.797753,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693198249,111954,first_a_sqs_sent_timestamp,68,85,0.800000,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693199215,112822,first_a_sqs_sent_timestamp,85,94,0.904255,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693199242,112947,first_a_sqs_sent_timestamp,98,83,1.180723,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693200217,113824,first_a_sqs_sent_timestamp,95,94,1.010638,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693200246,113951,first_a_sqs_sent_timestamp,84,88,0.954545,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693201217,114824,first_a_sqs_sent_timestamp,80,82,0.975610,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693201244,114949,first_a_sqs_sent_timestamp,99,94,1.053191,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693202219,115826,first_a_sqs_sent_timestamp,95,90,1.055556,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693202247,115952,first_a_sqs_sent_timestamp,85,89,0.955056,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693203216,116823,first_a_sqs_sent_timestamp,86,91,0.945055,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693203246,116951,first_a_sqs_sent_timestamp,98,81,1.209877,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693204216,117823,first_a_sqs_sent_timestamp,87,84,1.035714,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693204244,117949,first_a_sqs_sent_timestamp,96,101,0.950495,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693205216,118823,first_a_sqs_sent_timestamp,77,92,0.836957,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693205245,118950,first_a_sqs_sent_timestamp,84,84,1.000000,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693206215,119822,first_a_sqs_sent_timestamp,80,85,0.941176,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693206244,119949,first_a_sqs_sent_timestamp,100,88,1.136364,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693207233,120840,first_a_sqs_sent_timestamp,91,87,1.045977,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693207265,120970,first_a_sqs_sent_timestamp,84,94,0.893617,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693208216,121823,first_a_sqs_sent_timestamp,95,91,1.043956,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693208244,121949,first_a_sqs_sent_timestamp,81,86,0.941860,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693209247,122854,first_a_sqs_sent_timestamp,99,87,1.137931,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693209276,122981,first_a_sqs_sent_timestamp,67,100,0.670000,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693210218,123825,first_a_sqs_sent_timestamp,82,85,0.964706,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693210245,123950,first_a_sqs_sent_timestamp,98,72,1.361111,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693211214,124821,first_a_sqs_sent_timestamp,75,95,0.789474,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693211242,124947,first_a_sqs_sent_timestamp,86,93,0.924731,true,true,true,ok
reaction-20260710T141732.186490574Z,baseline-c100,1783693212214,125821,first_a_sqs_sent_timestamp,84,98,0.857143,true,true,true,ok
reaction-20260710T141732.186490574Z,fair-c100,1783693212241,125946,first_a_sqs_sent_timestamp,98,94,1.042553,true,true,true,ok
