experiment_id,scenario,sampled_at,sampled_at_ms,elapsed_ms,elapsed_source,approximate_visible,approximate_not_visible,sample_status,sample_error
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:33.783Z,1783678533783,-15,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:33.952Z,1783678533952,51,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:34.792Z,1783678534792,994,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:34.819Z,1783678534819,918,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:35.784Z,1783678535784,1986,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:35.812Z,1783678535812,1911,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:36.783Z,1783678536783,2985,first_a_sqs_sent_timestamp,180,0,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:36.81Z,1783678536810,2909,first_a_sqs_sent_timestamp,0,20,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:37.783Z,1783678537783,3985,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:37.809Z,1783678537809,3908,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:38.782Z,1783678538782,4984,first_a_sqs_sent_timestamp,4863,85,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:38.811Z,1783678538811,4910,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:39.782Z,1783678539782,5984,first_a_sqs_sent_timestamp,0,20,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:39.809Z,1783678539809,5908,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:40.783Z,1783678540783,6985,first_a_sqs_sent_timestamp,4871,84,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:40.811Z,1783678540811,6910,first_a_sqs_sent_timestamp,4824,95,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:41.782Z,1783678541782,7984,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:41.809Z,1783678541809,7908,first_a_sqs_sent_timestamp,4850,70,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:42.785Z,1783678542785,8987,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:42.816Z,1783678542816,8915,first_a_sqs_sent_timestamp,0,20,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:43.787Z,1783678543787,9989,first_a_sqs_sent_timestamp,4863,85,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:43.815Z,1783678543815,9914,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:44.786Z,1783678544786,10988,first_a_sqs_sent_timestamp,4655,100,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:44.816Z,1783678544816,10915,first_a_sqs_sent_timestamp,0,0,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:45.785Z,1783678545785,11987,first_a_sqs_sent_timestamp,4927,93,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:45.814Z,1783678545814,11913,first_a_sqs_sent_timestamp,4899,60,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:46.782Z,1783678546782,12984,first_a_sqs_sent_timestamp,4735,97,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:46.809Z,1783678546809,12908,first_a_sqs_sent_timestamp,4740,75,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:47.783Z,1783678547783,13985,first_a_sqs_sent_timestamp,4871,84,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:47.81Z,1783678547810,13909,first_a_sqs_sent_timestamp,4694,81,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:48.787Z,1783678548787,14989,first_a_sqs_sent_timestamp,4600,82,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:48.814Z,1783678548814,14913,first_a_sqs_sent_timestamp,4650,80,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:49.785Z,1783678549785,15987,first_a_sqs_sent_timestamp,4816,86,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:49.814Z,1783678549814,15913,first_a_sqs_sent_timestamp,4825,100,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:50.787Z,1783678550787,16989,first_a_sqs_sent_timestamp,4732,88,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:50.815Z,1783678550815,16914,first_a_sqs_sent_timestamp,4650,84,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:51.781Z,1783678551781,17983,first_a_sqs_sent_timestamp,4427,97,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:51.81Z,1783678551810,17909,first_a_sqs_sent_timestamp,4498,101,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:52.783Z,1783678552783,18985,first_a_sqs_sent_timestamp,4659,102,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:52.814Z,1783678552814,18913,first_a_sqs_sent_timestamp,4472,80,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:53.785Z,1783678553785,19987,first_a_sqs_sent_timestamp,4426,101,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:53.814Z,1783678553814,19913,first_a_sqs_sent_timestamp,4741,80,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:54.782Z,1783678554782,20984,first_a_sqs_sent_timestamp,4426,101,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:54.808Z,1783678554808,20907,first_a_sqs_sent_timestamp,4473,69,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:55.781Z,1783678555781,21983,first_a_sqs_sent_timestamp,4492,79,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:55.807Z,1783678555807,21906,first_a_sqs_sent_timestamp,4473,73,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:56.783Z,1783678556783,22985,first_a_sqs_sent_timestamp,4428,100,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:56.811Z,1783678556811,22910,first_a_sqs_sent_timestamp,4647,80,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:57.781Z,1783678557781,23983,first_a_sqs_sent_timestamp,4303,83,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:57.807Z,1783678557807,23906,first_a_sqs_sent_timestamp,4697,90,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:58.781Z,1783678558781,24983,first_a_sqs_sent_timestamp,4272,95,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:58.808Z,1783678558808,24907,first_a_sqs_sent_timestamp,4385,78,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:15:59.782Z,1783678559782,25984,first_a_sqs_sent_timestamp,4369,72,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:15:59.812Z,1783678559812,25911,first_a_sqs_sent_timestamp,4473,79,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:16:00.783Z,1783678560783,26985,first_a_sqs_sent_timestamp,4269,98,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:16:00.808Z,1783678560808,26907,first_a_sqs_sent_timestamp,4232,93,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:16:01.786Z,1783678561786,27988,first_a_sqs_sent_timestamp,4598,89,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:16:01.814Z,1783678561814,27913,first_a_sqs_sent_timestamp,4496,103,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:16:02.78Z,1783678562780,28982,first_a_sqs_sent_timestamp,4302,81,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:16:02.809Z,1783678562809,28908,first_a_sqs_sent_timestamp,4233,87,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:16:03.781Z,1783678563781,29983,first_a_sqs_sent_timestamp,4740,107,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:16:03.808Z,1783678563808,29907,first_a_sqs_sent_timestamp,4076,99,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:16:04.781Z,1783678564781,30983,first_a_sqs_sent_timestamp,4118,93,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:16:04.81Z,1783678564810,30909,first_a_sqs_sent_timestamp,4153,99,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:16:05.783Z,1783678565783,31985,first_a_sqs_sent_timestamp,4038,93,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:16:05.809Z,1783678565809,31908,first_a_sqs_sent_timestamp,3997,94,ok,
reaction-20260710T101503.756019711Z,baseline-c100,2026-07-10T10:16:06.78Z,1783678566780,32982,first_a_sqs_sent_timestamp,4254,73,ok,
reaction-20260710T101503.756019711Z,fair-c100,2026-07-10T10:16:06.807Z,1783678566807,32906,first_a_sqs_sent_timestamp,4102,94,ok,
