experiment_id,scenario,sampled_at_ms,elapsed_ms,elapsed_source,a_handler_active,approximate_not_visible,count_share_proxy,a_count_at_least_30,share_proxy_above_10_percent,criteria_proxy_met,proxy_status
reaction-20260710T101503.756019711Z,baseline-c100,1783678533783,-15,first_a_sqs_sent_timestamp,0,0,,false,false,false,no_in_flight
reaction-20260710T101503.756019711Z,fair-c100,1783678533952,51,first_a_sqs_sent_timestamp,32,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,baseline-c100,1783678534792,994,first_a_sqs_sent_timestamp,82,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,fair-c100,1783678534819,918,first_a_sqs_sent_timestamp,70,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,baseline-c100,1783678535784,1986,first_a_sqs_sent_timestamp,85,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,fair-c100,1783678535812,1911,first_a_sqs_sent_timestamp,73,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,baseline-c100,1783678536783,2985,first_a_sqs_sent_timestamp,84,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,fair-c100,1783678536810,2909,first_a_sqs_sent_timestamp,59,20,2.950000,true,true,true,ok
reaction-20260710T101503.756019711Z,baseline-c100,1783678537783,3985,first_a_sqs_sent_timestamp,83,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,fair-c100,1783678537809,3908,first_a_sqs_sent_timestamp,67,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,baseline-c100,1783678538782,4984,first_a_sqs_sent_timestamp,46,85,0.541176,true,true,true,ok
reaction-20260710T101503.756019711Z,fair-c100,1783678538811,4910,first_a_sqs_sent_timestamp,69,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,baseline-c100,1783678539782,5984,first_a_sqs_sent_timestamp,79,20,3.950000,true,true,true,ok
reaction-20260710T101503.756019711Z,fair-c100,1783678539809,5908,first_a_sqs_sent_timestamp,94,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,baseline-c100,1783678540783,6985,first_a_sqs_sent_timestamp,72,84,0.857143,true,true,true,ok
reaction-20260710T101503.756019711Z,fair-c100,1783678540811,6910,first_a_sqs_sent_timestamp,76,95,0.800000,true,true,true,ok
reaction-20260710T101503.756019711Z,baseline-c100,1783678541782,7984,first_a_sqs_sent_timestamp,96,0,,true,false,false,inconsistent_zero_denominator
reaction-20260710T101503.756019711Z,fair-c100,1783678541809,7908,first_a_sqs_sent_timestamp,90,70,1.285714,true,true,true,ok
reaction-20260710T101503.756019711Z,baseline-c100,1783678542785,8987,first_a_sqs_sent_timestamp,75,0,,true,false,false,inconsistent_zero_denominator
